fir_narrative,district,police_station,crime_location_type,date_of_crime,time_of_crime,day_of_week,season,reported_by,victim_gender,victim_age,accused_gender,accused_age,weapon_used,vehicle_involved,num_accused,relationship,ipc_section,crime_category,FIR_Quality_Score,Completeness,Consistency,Relevance
A gang of masked robbers looted a store at a school.,Beawar,Station C,school,2025-02-11,03:21:19,Tuesday,Summer,Victim,Female,65,Other,61,gun,scooter,1,Relative,IPC 392 (Robbery),Robbery,0.9,0.0,0.0,0.9016091823577881
The accused forcibly entered the victim’s home and committed the crime.,Nagaur,Station A,market,2024-11-06,16:04:19,Wednesday,Summer,Victim,Female,61,Male,46,knife,auto,2,Friend,IPC 376 (Rape),Rape,1.05,0.0,0.0,1.0499506294727325
"An armed robbery took place at a market, threatening the occupants.",Bhilwara,Station A,market,2024-10-04,19:27:26,Friday,Spring,Victim,Female,10,Other,24,bare hands,scooter,1,Stranger,IPC 392 (Robbery),Robbery,1.48,0.0,0.0,1.4840591847896576
The victim was attacked and killed using a knife at a bus stop.,Pratapgarh,Station C,bus stop,2024-10-29,10:02:30,Tuesday,Monsoon,Police,Other,71,Male,46,knife,scooter,2,Acquaintance,IPC 302 (Murder),Murder,1.2,0.0,0.0,1.1957253813743591
Unknown suspects broke into a park and stole valuables.,Bundi,Station A,park,2024-07-19,01:26:03,Friday,Winter,Relative,Male,68,Other,32,stick,bike,3,Relative,IPC 379 (Theft),Theft,1.03,0.0,0.0,1.0262937247753143
The victim’s vehicle was broken into and items were stolen.,Dausa,Station A,park,2025-04-01,02:06:45,Tuesday,Summer,Relative,Female,24,Other,45,bare hands,auto,1,Stranger,IPC 379 (Theft),Theft,1.15,0.0,0.0,1.1471603214740753
Police received a report of assault involving two individuals at a school.,Bundi,Station B,school,2024-10-27,23:27:42,Sunday,Summer,Police,Male,76,Male,45,stick,bike,3,Relative,IPC 323 (Assault),Assault,0.97,0.0,0.0,0.974236249923706
Jewelry and cash were stolen from a park during daytime.,Dungarpur,Station B,park,2024-07-21,22:49:34,Sunday,Spring,Victim,Other,23,Other,40,bare hands,auto,4,Friend,IPC 379 (Theft),Theft,1.81,0.8,0.0,1.009999394416809
The victim’s vehicle was broken into and items were stolen.,Sawai Madhopur,Station A,park,2024-07-07,09:42:59,Sunday,Spring,Police,Female,33,Female,28,bare hands,bike,1,Relative,IPC 379 (Theft),Theft,1.15,0.0,0.0,1.1471603214740753
The victim was abducted and raped in a moving vehicle by unknown individuals.,Bharatpur,Station B,market,2024-12-22,09:42:42,Sunday,Monsoon,Police,Male,71,Female,29,knife,auto,4,Acquaintance,IPC 376 (Rape),Rape,1.08,0.0,0.0,1.0808066725730896
A local resident was found murdered in a park under mysterious circumstances.,Sikar,Station C,park,2024-09-19,03:19:37,Thursday,Monsoon,Police,Male,39,Other,69,stick,bike,5,Acquaintance,IPC 302 (Murder),Murder,1.0,0.0,0.0,0.9976097345352173
The victim was attacked from behind with a knife at a residential area.,Rajsamand,Station C,residential area,2025-02-04,05:07:44,Tuesday,Spring,Victim,Other,26,Female,40,knife,auto,1,Acquaintance,IPC 323 (Assault),Assault,0.96,0.0,0.0,0.9585805535316467
The victim was attacked from behind with a knife at a residential area.,Karauli,Station B,residential area,2025-04-22,08:59:53,Tuesday,Winter,Eyewitness,Male,33,Other,58,knife,scooter,5,Stranger,IPC 323 (Assault),Assault,0.96,0.0,0.0,0.9585805535316467
The victim reported being sexually assaulted by a Stranger in a market.,Nagaur,Station B,market,2025-05-28,17:32:47,Wednesday,Winter,Police,Male,36,Male,50,knife,car,1,Stranger,IPC 376 (Rape),Rape,0.97,0.0,0.0,0.9661695957183838
The accused physically assaulted the victim using a stick at a highway.,Phalodi,Station B,highway,2024-07-17,04:43:54,Wednesday,Winter,Relative,Other,65,Other,17,stick,auto,2,Stranger,IPC 323 (Assault),Assault,0.84,0.0,0.0,0.8438605070114136
Eyewitnesses reported a fatal altercation involving a knife near the residential area.,Salumbar,Station C,residential area,2024-09-04,06:08:12,Wednesday,Winter,Eyewitness,Female,62,Male,57,knife,auto,1,Friend,IPC 302 (Murder),Murder,1.14,0.0,0.0,1.1363155245780945
The victim’s vehicle was broken into and items were stolen.,Jaipur,Station B,park,2025-04-10,12:10:27,Thursday,Winter,Eyewitness,Other,56,Male,61,bare hands,bike,4,Stranger,IPC 379 (Theft),Theft,1.15,0.0,0.0,1.1471603214740753
Jewelry and cash were stolen from a highway during daytime.,Jodhpur,Station B,highway,2024-09-29,07:04:42,Sunday,Monsoon,Relative,Male,28,Other,70,bare hands,auto,4,Friend,IPC 379 (Theft),Theft,1.79,0.8,0.0,0.9935021102428436
"A violent brawl broke out at a residential area, leading to serious injuries.",Tonk,Station A,residential area,2024-11-07,07:53:21,Thursday,Summer,Police,Female,28,Other,42,bare hands,scooter,5,Stranger,IPC 323 (Assault),Assault,1.02,0.0,0.0,1.0218038856983185
"An armed robbery took place at a market, threatening the occupants.",Sikar,Station C,market,2024-07-06,07:37:36,Saturday,Winter,Eyewitness,Other,30,Female,24,gun,auto,5,Friend,IPC 392 (Robbery),Robbery,1.48,0.0,0.0,1.4840591847896576
The accused physically assaulted the victim using a stick at a bus stop.,Alwar,Station A,bus stop,2025-05-08,02:43:04,Thursday,Summer,Relative,Other,23,Female,35,stick,scooter,2,Friend,IPC 323 (Assault),Assault,0.71,0.0,0.0,0.7102152407169342
The victim was abducted and raped in a moving vehicle by unknown individuals.,Phalodi,Station B,residential area,2025-01-03,22:55:47,Friday,Spring,Relative,Other,34,Male,39,bare hands,scooter,4,Relative,IPC 376 (Rape),Rape,1.08,0.0,0.0,1.0808066725730896
A gang of masked robbers looted a store at a park.,Jodhpur,Station A,park,2025-01-23,23:02:37,Thursday,Summer,Victim,Other,62,Other,50,bare hands,car,4,Friend,IPC 392 (Robbery),Robbery,1.06,0.0,0.0,1.0635316371917725
The victim was attacked and killed using a gun at a bus stop.,Bhilwara,Station B,bus stop,2025-04-12,07:47:01,Saturday,Winter,Police,Female,22,Female,23,gun,auto,1,Stranger,IPC 302 (Murder),Murder,1.2,0.0,0.0,1.1956493854522705
"A heated argument turned violent at the bus stop, injuring one person.",Jhunjhunu,Station A,bus stop,2024-10-28,17:17:26,Monday,Monsoon,Victim,Male,38,Female,19,knife,auto,4,Neighbor,IPC 323 (Assault),Assault,0.73,0.0,0.0,0.7315022796392441
The victim reported being sexually assaulted by a Neighbor in a bus stop.,Deeg,Station C,bus stop,2025-02-24,06:16:22,Monday,Summer,Eyewitness,Male,66,Other,30,stick,auto,4,Neighbor,IPC 376 (Rape),Rape,0.83,0.0,0.0,0.829832911491394
The accused used a gun to fatally wound the victim at their residence.,Salumbar,Station B,market,2024-11-05,21:36:54,Tuesday,Monsoon,Victim,Male,71,Male,58,gun,bike,2,Relative,IPC 302 (Murder),Murder,1.08,0.0,0.0,1.083620309829712
The accused physically assaulted the victim using a stick at a park.,Barmer,Station C,park,2024-09-14,00:44:51,Saturday,Monsoon,Police,Female,47,Female,35,stick,car,1,Relative,IPC 323 (Assault),Assault,0.79,0.0,0.0,0.7942602038383484
An incident of rape was reported where the accused lured the victim to a residential area.,Kotputli-Behror,Station C,residential area,2024-09-23,02:54:05,Monday,Summer,Police,Male,48,Male,54,stick,bike,3,Acquaintance,IPC 376 (Rape),Rape,1.26,0.0,0.0,1.255059152841568
The accused physically assaulted the victim using a knife at a residential area.,Jalore,Station A,residential area,2024-11-03,09:03:11,Sunday,Winter,Relative,Other,15,Female,18,knife,car,1,Acquaintance,IPC 323 (Assault),Assault,0.98,0.0,0.0,0.9764558672904968
A local resident was found murdered in a school under mysterious circumstances.,Jaipur,Station B,school,2025-03-18,18:25:14,Tuesday,Summer,Victim,Male,38,Male,56,bare hands,auto,5,Friend,IPC 302 (Murder),Murder,0.84,0.0,0.0,0.8356472253799438
Pickpocketing occurred in a crowded market.,Karauli,Station B,market,2024-11-17,21:56:50,Sunday,Winter,Eyewitness,Male,50,Other,58,bare hands,car,1,Friend,IPC 379 (Theft),Theft,0.77,0.0,0.0,0.7711847126483917
The victim was attacked from behind with a knife at a school.,Pratapgarh,Station A,school,2024-08-04,22:19:19,Sunday,Summer,Victim,Other,68,Male,64,knife,auto,4,Stranger,IPC 323 (Assault),Assault,0.73,0.0,0.0,0.73188816010952
An incident of rape was reported where the accused lured the victim to a bus stop.,Udaipur,Station A,bus stop,2025-04-28,22:33:52,Monday,Monsoon,Eyewitness,Female,15,Male,24,gun,auto,1,Neighbor,IPC 376 (Rape),Rape,1.15,0.0,0.0,1.1478746831417084
The victim was robbed at gunpoint while returning home from work.,Kota,Station B,school,2024-11-11,18:14:32,Monday,Monsoon,Relative,Male,17,Other,39,bare hands,scooter,3,Friend,IPC 392 (Robbery),Robbery,1.2,0.0,0.0,1.2045089900493622
The victim was abducted and raped in a moving vehicle by unknown individuals.,Dholpur,Station A,market,2024-12-04,13:35:43,Wednesday,Winter,Eyewitness,Other,59,Female,38,knife,scooter,2,Neighbor,IPC 376 (Rape),Rape,1.08,0.0,0.0,1.0808066725730896
Unknown suspects broke into a school and stole valuables.,Bikaner,Station B,school,2024-12-10,08:49:49,Tuesday,Monsoon,Eyewitness,Other,68,Male,59,knife,bike,1,Friend,IPC 379 (Theft),Theft,0.89,0.0,0.0,0.8891729414463043
The victim’s vehicle was broken into and items were stolen.,Banswara,Station B,residential area,2024-11-18,16:48:45,Monday,Monsoon,Police,Male,34,Male,64,knife,bike,5,Relative,IPC 379 (Theft),Theft,1.15,0.0,0.0,1.1471603214740753
The accused used a gun to fatally wound the victim at their residence.,Udaipur,Station C,park,2024-08-03,08:04:01,Saturday,Summer,Relative,Other,50,Female,45,gun,auto,5,Stranger,IPC 302 (Murder),Murder,1.08,0.0,0.0,1.083620309829712
"A violent brawl broke out at a highway, leading to serious injuries.",Jhunjhunu,Station C,highway,2024-09-15,15:02:05,Sunday,Monsoon,Eyewitness,Male,36,Female,45,gun,bike,2,Neighbor,IPC 323 (Assault),Assault,0.89,0.0,0.0,0.8907482028007507
The body of the victim was discovered at a school with signs of struggle.,Chittorgarh,Station A,school,2024-10-26,17:48:46,Saturday,Spring,Relative,Male,18,Male,66,gun,auto,4,Acquaintance,IPC 302 (Murder),Murder,0.64,0.0,0.0,0.635125145316124
The victim’s vehicle was broken into and items were stolen.,Baran,Station B,highway,2024-08-09,22:26:35,Friday,Winter,Victim,Other,71,Other,29,bare hands,auto,5,Neighbor,IPC 379 (Theft),Theft,1.15,0.0,0.0,1.1471603214740753
Unknown suspects broke into a school and stole valuables.,Chittorgarh,Station C,school,2025-03-12,17:16:28,Wednesday,Winter,Police,Male,48,Other,55,bare hands,car,1,Relative,IPC 379 (Theft),Theft,0.89,0.0,0.0,0.8891729414463043
"A violent brawl broke out at a school, leading to serious injuries.",Hanumangarh,Station C,school,2024-08-30,13:30:19,Friday,Summer,Victim,Female,67,Female,46,bare hands,scooter,1,Acquaintance,IPC 323 (Assault),Assault,0.8,0.0,0.0,0.7969265878200531
The accused used a knife to fatally wound the victim at their residence.,Kotputli-Behror,Station C,highway,2024-11-18,19:42:32,Monday,Winter,Relative,Female,54,Male,41,knife,bike,1,Stranger,IPC 302 (Murder),Murder,1.03,0.0,0.0,1.030611366033554
"A heated argument turned violent at the market, injuring one person.",Alwar,Station C,market,2025-05-03,05:22:29,Saturday,Summer,Police,Male,69,Male,64,knife,car,1,Friend,IPC 323 (Assault),Assault,0.64,0.0,0.0,0.63853320479393
"A violent brawl broke out at a school, leading to serious injuries.",Bundi,Station C,school,2024-12-23,14:32:27,Monday,Spring,Victim,Male,52,Male,34,stick,car,5,Stranger,IPC 323 (Assault),Assault,0.8,0.0,0.0,0.7969265878200531
"A heated argument turned violent at the highway, injuring one person.",Sikar,Station A,highway,2024-09-13,11:53:29,Friday,Monsoon,Victim,Male,79,Other,38,stick,auto,1,Friend,IPC 323 (Assault),Assault,0.8,0.0,0.0,0.7952787280082703
Police received a report of assault involving two individuals at a bus stop.,Jaisalmer,Station B,bus stop,2024-06-29,04:29:42,Saturday,Summer,Police,Male,58,Other,47,gun,bike,4,Relative,IPC 323 (Assault),Assault,0.92,0.0,0.0,0.9182856380939484
The accused forcefully snatched the victim's belongings and fled on a car.,Beawar,Station B,market,2025-05-17,17:00:10,Saturday,Monsoon,Police,Other,57,Female,44,stick,car,1,Stranger,IPC 392 (Robbery),Robbery,0.78,0.0,0.0,0.7772024273872375
The accused forcibly entered the victim’s home and committed the crime.,Jhalawar,Station C,highway,2024-11-24,00:14:33,Sunday,Spring,Relative,Female,72,Female,57,stick,bike,5,Friend,IPC 376 (Rape),Rape,1.05,0.0,0.0,1.0499506294727325
An incident of rape was reported where the accused lured the victim to a bus stop.,Bundi,Station B,bus stop,2025-03-29,08:59:39,Saturday,Spring,Victim,Male,15,Female,49,bare hands,scooter,5,Friend,IPC 376 (Rape),Rape,1.15,0.0,0.0,1.1478746831417084
Police received a report of assault involving two individuals at a park.,Bhilwara,Station C,park,2025-01-10,03:02:12,Friday,Monsoon,Relative,Male,44,Male,63,bare hands,bike,5,Stranger,IPC 323 (Assault),Assault,1.02,0.0,0.0,1.0233026146888733
A theft was reported where items were stolen from a highway.,Salumbar,Station A,highway,2025-01-30,10:02:15,Thursday,Winter,Victim,Other,31,Male,40,knife,car,1,Stranger,IPC 379 (Theft),Theft,1.34,0.0,0.0,1.3367257118225098
The victim reported being sexually assaulted by a Stranger in a highway.,Salumbar,Station A,highway,2024-10-17,20:48:55,Thursday,Monsoon,Relative,Male,23,Female,56,stick,scooter,3,Stranger,IPC 376 (Rape),Rape,0.74,0.0,0.0,0.7363191694021225
The accused physically assaulted the victim using a knife at a highway.,Beawar,Station A,highway,2024-10-06,10:27:41,Sunday,Winter,Relative,Male,18,Female,24,knife,car,3,Acquaintance,IPC 323 (Assault),Assault,0.89,0.0,0.0,0.8894864916801453
The victim reported being sexually assaulted by a Relative in a highway.,Rajsamand,Station A,highway,2024-07-03,02:03:44,Wednesday,Monsoon,Victim,Male,52,Other,35,knife,bike,5,Relative,IPC 376 (Rape),Rape,0.74,0.0,0.0,0.7364521622657776
The accused physically assaulted the victim using a stick at a park.,Alwar,Station C,park,2024-11-09,10:44:12,Saturday,Summer,Victim,Female,26,Male,23,stick,scooter,3,Relative,IPC 323 (Assault),Assault,0.79,0.0,0.0,0.7942602038383484
"A violent brawl broke out at a highway, leading to serious injuries.",Hanumangarh,Station C,highway,2025-03-10,21:58:08,Monday,Spring,Victim,Female,57,Female,34,knife,bike,2,Acquaintance,IPC 323 (Assault),Assault,0.89,0.0,0.0,0.8907482028007507
"A heated argument turned violent at the school, injuring one person.",Didwana-Kuchaman,Station C,school,2024-11-07,11:57:34,Thursday,Winter,Police,Other,69,Other,26,bare hands,car,5,Relative,IPC 323 (Assault),Assault,0.69,0.0,0.0,0.6881597936153412
"An armed robbery took place at a bus stop, threatening the occupants.",Bharatpur,Station A,bus stop,2025-01-24,14:24:11,Friday,Spring,Police,Female,21,Other,48,bare hands,car,4,Neighbor,IPC 392 (Robbery),Robbery,1.25,0.0,0.0,1.2470667958259583
A rape case was registered involving a Relative in an isolated bus stop.,Churu,Station C,bus stop,2025-02-15,19:18:01,Saturday,Summer,Relative,Female,74,Male,60,stick,car,3,Relative,IPC 376 (Rape),Rape,1.43,0.0,0.0,1.428774744272232
The victim was robbed at gunpoint while returning home from work.,Ajmer,Station C,park,2024-12-25,09:54:07,Wednesday,Summer,Relative,Female,16,Male,50,bare hands,car,3,Stranger,IPC 392 (Robbery),Robbery,1.2,0.0,0.0,1.2045089900493622
A rape case was registered involving a Neighbor in an isolated market.,Bikaner,Station C,market,2024-08-22,01:01:49,Thursday,Winter,Police,Male,49,Other,58,gun,car,5,Neighbor,IPC 376 (Rape),Rape,1.42,0.0,0.0,1.4155139923095703
Eyewitnesses reported a fatal altercation involving a stick near the school.,Bundi,Station B,school,2024-12-17,15:25:41,Tuesday,Winter,Victim,Male,12,Other,57,stick,scooter,5,Acquaintance,IPC 302 (Murder),Murder,0.78,0.0,0.0,0.7816475629806519
The accused used a knife to fatally wound the victim at their residence.,Jaisalmer,Station A,bus stop,2025-02-27,05:01:38,Thursday,Winter,Relative,Male,43,Female,39,knife,car,3,Neighbor,IPC 302 (Murder),Murder,1.03,0.0,0.0,1.030611366033554
Robbers stormed a house and made away with cash and gold.,Jalore,Station A,park,2025-02-09,16:10:11,Sunday,Summer,Police,Male,55,Female,60,gun,auto,4,Acquaintance,IPC 392 (Robbery),Robbery,1.0,0.0,0.0,1.004294514656067
Robbers stormed a house and made away with cash and gold.,Kota,Station C,residential area,2024-06-28,01:43:35,Friday,Spring,Relative,Female,58,Other,39,bare hands,car,4,Relative,IPC 392 (Robbery),Robbery,1.0,0.0,0.0,1.004294514656067
The accused forcefully snatched the victim's belongings and fled on a auto.,Tonk,Station C,bus stop,2024-08-21,12:29:21,Wednesday,Summer,Eyewitness,Female,16,Male,42,stick,auto,2,Neighbor,IPC 392 (Robbery),Robbery,0.85,0.0,0.0,0.8491199612617493
The victim was abducted and raped in a moving vehicle by unknown individuals.,Ajmer,Station C,market,2024-12-28,22:25:30,Saturday,Summer,Relative,Female,40,Other,50,gun,auto,5,Friend,IPC 376 (Rape),Rape,1.08,0.0,0.0,1.0808066725730896
The accused physically assaulted the victim using a knife at a bus stop.,Sri Ganganagar,Station B,bus stop,2024-06-30,23:40:42,Sunday,Monsoon,Eyewitness,Male,16,Male,61,knife,scooter,1,Friend,IPC 323 (Assault),Assault,0.78,0.0,0.0,0.7791455090045929
A theft was reported where items were stolen from a school.,Deeg,Station B,school,2025-03-13,18:11:32,Thursday,Winter,Eyewitness,Male,43,Female,57,stick,auto,4,Acquaintance,IPC 379 (Theft),Theft,1.14,0.0,0.0,1.142613708972931
The victim reported being sexually assaulted by a Friend in a market.,Baran,Station C,market,2024-06-06,09:13:43,Thursday,Monsoon,Relative,Male,18,Male,43,knife,car,5,Friend,IPC 376 (Rape),Rape,1.7,0.8,0.0,0.903147965669632
Pickpocketing occurred in a crowded market.,Jalore,Station C,market,2024-12-22,14:32:42,Sunday,Summer,Relative,Other,72,Female,45,stick,bike,5,Neighbor,IPC 379 (Theft),Theft,0.77,0.0,0.0,0.7711847126483917
The body of the victim was discovered at a market with signs of struggle.,Deeg,Station C,market,2025-02-20,11:25:48,Thursday,Winter,Police,Female,73,Female,31,bare hands,scooter,3,Neighbor,IPC 302 (Murder),Murder,0.87,0.0,0.0,0.8729285001754761
Police received a report of assault involving two individuals at a market.,Ajmer,Station B,market,2024-12-31,19:50:54,Tuesday,Monsoon,Eyewitness,Male,20,Female,61,stick,auto,3,Acquaintance,IPC 323 (Assault),Assault,1.01,0.0,0.0,1.005622386932373
The accused physically assaulted the victim using a stick at a school.,Chittorgarh,Station A,school,2024-08-07,05:23:00,Wednesday,Summer,Eyewitness,Other,11,Male,70,stick,car,3,Stranger,IPC 323 (Assault),Assault,0.71,0.0,0.0,0.7075212299823761
Unknown suspects broke into a park and stole valuables.,Deeg,Station C,park,2024-08-17,09:51:02,Saturday,Summer,Relative,Male,26,Female,65,stick,bike,3,Acquaintance,IPC 379 (Theft),Theft,1.03,0.0,0.0,1.0262937247753143
"A heated argument turned violent at the school, injuring one person.",Sikar,Station A,school,2024-12-14,18:04:31,Saturday,Winter,Relative,Other,68,Other,50,gun,auto,3,Friend,IPC 323 (Assault),Assault,0.69,0.0,0.0,0.6881597936153412
The victim was robbed at gunpoint while returning home from work.,Nagaur,Station A,park,2025-02-23,11:42:58,Sunday,Spring,Victim,Other,56,Male,45,stick,scooter,4,Stranger,IPC 392 (Robbery),Robbery,1.2,0.0,0.0,1.2045089900493622
Robbers stormed a house and made away with cash and gold.,Hanumangarh,Station B,market,2024-09-18,23:54:28,Wednesday,Summer,Eyewitness,Other,26,Female,45,bare hands,car,2,Relative,IPC 392 (Robbery),Robbery,1.0,0.0,0.0,1.004294514656067
A local resident was found murdered in a residential area under mysterious circumstances.,Pratapgarh,Station A,residential area,2024-11-17,20:25:58,Sunday,Summer,Police,Female,46,Other,66,bare hands,auto,4,Acquaintance,IPC 302 (Murder),Murder,1.1,0.0,0.0,1.1024294793605804
A rape case was registered involving a Acquaintance in an isolated highway.,Udaipur,Station B,highway,2025-01-08,20:17:01,Wednesday,Winter,Eyewitness,Other,20,Male,32,knife,auto,2,Acquaintance,IPC 376 (Rape),Rape,2.1,0.8,0.0,1.2972614765167236
The victim was abducted and raped in a moving vehicle by unknown individuals.,Tonk,Station B,residential area,2025-04-24,08:32:21,Thursday,Summer,Police,Male,59,Female,29,knife,bike,4,Stranger,IPC 376 (Rape),Rape,1.08,0.0,0.0,1.0808066725730896
Eyewitnesses reported a fatal altercation involving a bare hands near the highway.,Dungarpur,Station C,highway,2025-01-29,03:20:17,Wednesday,Spring,Victim,Other,75,Female,23,bare hands,bike,5,Acquaintance,IPC 302 (Murder),Murder,0.84,0.0,0.0,0.8445543050765991
A local resident was found murdered in a residential area under mysterious circumstances.,Baran,Station A,residential area,2024-10-12,18:17:46,Saturday,Summer,Eyewitness,Other,19,Female,66,bare hands,scooter,5,Stranger,IPC 302 (Murder),Murder,1.1,0.0,0.0,1.1024294793605804
The victim’s vehicle was broken into and items were stolen.,Sirohi,Station B,highway,2024-07-08,02:21:30,Monday,Monsoon,Eyewitness,Female,73,Other,63,stick,scooter,2,Neighbor,IPC 379 (Theft),Theft,1.15,0.0,0.0,1.1471603214740753
Unknown suspects broke into a park and stole valuables.,Pratapgarh,Station A,park,2025-05-26,07:26:48,Monday,Summer,Police,Female,50,Male,26,knife,car,3,Friend,IPC 379 (Theft),Theft,1.03,0.0,0.0,1.0262937247753143
The body of the victim was discovered at a highway with signs of struggle.,Sikar,Station A,highway,2024-11-29,15:11:37,Friday,Summer,Relative,Male,52,Female,26,stick,auto,4,Friend,IPC 302 (Murder),Murder,0.7,0.0,0.0,0.6960923373699188
The accused physically assaulted the victim using a stick at a market.,Bundi,Station A,market,2025-01-04,14:29:25,Saturday,Spring,Victim,Male,75,Female,65,stick,car,5,Neighbor,IPC 323 (Assault),Assault,0.77,0.0,0.0,0.7694487869739532
Unknown suspects broke into a market and stole valuables.,Balotra,Station A,market,2024-12-29,20:31:23,Sunday,Summer,Eyewitness,Female,29,Male,32,gun,car,4,Relative,IPC 379 (Theft),Theft,1.06,0.0,0.0,1.062130630016327
The accused forcefully snatched the victim's belongings and fled on a scooter.,Dholpur,Station A,park,2025-01-17,18:29:01,Friday,Winter,Eyewitness,Male,48,Female,20,knife,scooter,1,Relative,IPC 392 (Robbery),Robbery,0.74,0.0,0.0,0.7399566471576691
Jewelry and cash were stolen from a highway during daytime.,Dholpur,Station C,highway,2024-12-03,09:35:02,Tuesday,Spring,Eyewitness,Female,38,Male,59,stick,bike,3,Friend,IPC 379 (Theft),Theft,1.79,0.8,0.0,0.9935021102428436
"A violent brawl broke out at a park, leading to serious injuries.",Jaipur,Station A,park,2024-08-03,18:19:34,Saturday,Winter,Relative,Other,17,Other,15,bare hands,scooter,3,Relative,IPC 323 (Assault),Assault,0.86,0.0,0.0,0.8555434942245483
"A violent brawl broke out at a residential area, leading to serious injuries.",Jalore,Station B,residential area,2024-12-05,00:13:29,Thursday,Monsoon,Victim,Male,64,Other,41,knife,auto,4,Relative,IPC 323 (Assault),Assault,1.02,0.0,0.0,1.0218038856983185
Police received a report of assault involving two individuals at a bus stop.,Salumbar,Station B,bus stop,2025-03-14,11:18:24,Friday,Winter,Eyewitness,Other,13,Female,53,knife,auto,2,Neighbor,IPC 323 (Assault),Assault,0.92,0.0,0.0,0.9182856380939484
The victim was attacked from behind with a knife at a school.,Didwana-Kuchaman,Station A,school,2025-04-06,19:21:00,Sunday,Winter,Eyewitness,Female,62,Other,24,knife,car,1,Friend,IPC 323 (Assault),Assault,0.73,0.0,0.0,0.73188816010952
The victim was abducted and raped in a moving vehicle by unknown individuals.,Jhalawar,Station B,bus stop,2024-06-05,22:51:48,Wednesday,Monsoon,Victim,Other,58,Other,57,knife,bike,5,Acquaintance,IPC 376 (Rape),Rape,1.08,0.0,0.0,1.0808066725730896
The victim was attacked and killed using a gun at a park.,Dholpur,Station C,park,2025-02-14,17:32:59,Friday,Monsoon,Police,Male,43,Male,34,gun,auto,3,Relative,IPC 302 (Murder),Murder,1.29,0.0,0.0,1.286775827407837
The accused forcefully snatched the victim's belongings and fled on a scooter.,Sirohi,Station C,bus stop,2025-05-15,15:14:56,Thursday,Summer,Victim,Other,51,Other,60,gun,scooter,3,Friend,IPC 392 (Robbery),Robbery,0.74,0.0,0.0,0.7399566471576691
Police received a report of assault involving two individuals at a market.,Deeg,Station B,market,2025-03-10,06:57:38,Monday,Winter,Police,Male,75,Other,46,knife,bike,5,Acquaintance,IPC 323 (Assault),Assault,1.01,0.0,0.0,1.005622386932373
The victim was attacked and killed using a stick at a highway.,Bharatpur,Station A,highway,2024-09-24,06:59:23,Tuesday,Spring,Relative,Male,49,Male,56,stick,car,5,Acquaintance,IPC 302 (Murder),Murder,1.17,0.0,0.0,1.1689032912254333
The victim was abducted and raped in a moving vehicle by unknown individuals.,Bundi,Station B,park,2025-04-11,12:43:31,Friday,Spring,Eyewitness,Male,26,Other,69,gun,auto,3,Friend,IPC 376 (Rape),Rape,1.08,0.0,0.0,1.0808066725730896
The victim was attacked and killed using a gun at a residential area.,Karauli,Station A,residential area,2024-05-29,06:15:45,Wednesday,Winter,Police,Male,79,Male,41,gun,scooter,2,Friend,IPC 302 (Murder),Murder,1.44,0.0,0.0,1.4419108629226685
The victim was abducted and raped in a moving vehicle by unknown individuals.,Sirohi,Station B,park,2025-01-06,16:53:15,Monday,Spring,Victim,Other,77,Female,16,bare hands,auto,4,Neighbor,IPC 376 (Rape),Rape,1.08,0.0,0.0,1.0808066725730896
A gang of masked robbers looted a store at a market.,Karauli,Station B,market,2025-03-20,22:31:24,Thursday,Monsoon,Relative,Other,43,Male,66,bare hands,auto,1,Neighbor,IPC 392 (Robbery),Robbery,1.07,0.0,0.0,1.0719397366046906
Pickpocketing occurred in a crowded residential area.,Jaisalmer,Station B,residential area,2025-02-24,04:03:07,Monday,Spring,Relative,Male,14,Other,26,knife,car,3,Acquaintance,IPC 379 (Theft),Theft,0.91,0.0,0.0,0.9088332653045654
A theft was reported where items were stolen from a school.,Jaipur,Station A,school,2024-08-16,14:43:14,Friday,Spring,Eyewitness,Other,24,Other,41,bare hands,auto,4,Friend,IPC 379 (Theft),Theft,1.14,0.0,0.0,1.142613708972931
"A violent brawl broke out at a bus stop, leading to serious injuries.",Jodhpur,Station B,bus stop,2025-03-15,16:21:41,Saturday,Summer,Relative,Other,22,Other,59,bare hands,bike,2,Stranger,IPC 323 (Assault),Assault,0.81,0.0,0.0,0.808120608329773
Unknown suspects broke into a market and stole valuables.,Udaipur,Station C,market,2025-01-04,21:47:20,Saturday,Summer,Relative,Other,14,Male,38,bare hands,auto,2,Friend,IPC 379 (Theft),Theft,1.06,0.0,0.0,1.062130630016327
A theft was reported where items were stolen from a bus stop.,Tonk,Station C,bus stop,2024-12-14,11:36:43,Saturday,Monsoon,Eyewitness,Female,36,Female,60,knife,bike,3,Friend,IPC 379 (Theft),Theft,1.37,0.0,0.0,1.3653340637683868
The accused used a gun to fatally wound the victim at their residence.,Balotra,Station B,park,2025-05-18,03:51:22,Sunday,Spring,Victim,Female,32,Female,39,gun,auto,5,Friend,IPC 302 (Murder),Murder,1.08,0.0,0.0,1.083620309829712
The victim was abducted and raped in a moving vehicle by unknown individuals.,Udaipur,Station A,bus stop,2025-02-21,04:22:21,Friday,Winter,Victim,Other,50,Male,56,stick,bike,2,Relative,IPC 376 (Rape),Rape,1.08,0.0,0.0,1.0808066725730896
